row,season,week,day,weekday_cycle,sunday_cycle,lectionary_number,type,reference,first_verse_text,current_incipit,flag_reason
734,Easter,5,Sunday,,A,,first_reading,Acts 6:1-7,"Now in these days when the disciples were increasing in number, the Hellenists murmured against the Hebrews because their widows were neglected in the daily distribution.",AS the number of disciples continued to grow,starts_with_conjunction:now
735,Easter,5,Sunday,,B,,first_reading,Acts 9:26-31,"And when he had come to Jerusalem he attempted to join the disciples; and they were all afraid of him, for they did not believe that he was a disciple.",WHEN Saul arrived in Jerusalem he tried to join the disciples,starts_with_conjunction:and
736,Easter,5,Sunday,,C,,first_reading,Acts 14:21-27,"When they had preached the gospel to that city and had made many disciples, they returned to Lystra and to Iconium and to Antioch,",AFTER Paul and Barnabas had proclaimed the good news,starts_with_conjunction:when
736,Easter,5,Sunday,,C,,gospel,"John 13:31-33a, 34-35","When he had gone out, Jesus said, ""Now is the Son of man glorified, and in him God is glorified;","WHEN Judas had left them, Jesus said",starts_with_conjunction:when
737,Easter,5,Monday,I/II,,285,first_reading,Acts 14.5-18,"When an attempt was made by both Gentiles and Jews, with their rulers, to molest them and to stone them,",At Iconium Paul and Barnabas spoke in such a way,starts_with_conjunction:when
737,Easter,5,Monday,I/II,,285,gospel,John 14.21-26,"He who has my commandments and keeps them, he it is who loves me; and he who loves me will be loved by my Father, and I will love him and manifest myself to him.""",Before the festival of the Passover,starts_with_pronoun:he
738,Easter,5,Tuesday,I/II,,286,first_reading,Acts 14.19-28,"But Jews came there from Antioch and Iconium; and having persuaded the people, they stoned Paul and dragged him out of the city, supposing that he was dead.",While Paul and Barnabas were at Lystra,starts_with_conjunction:but
739,Easter,5,Wednesday,I/II,,287,first_reading,Acts 15.1-6,"But some men came down from Judea and were teaching the brethren, ""Unless you are circumcised according to the custom of Moses, you cannot be saved.""",Certain individuals came down from Judea and were teaching the brothers,starts_with_conjunction:but
740,Easter,5,Thursday,I/II,,288,first_reading,Acts 15.7-21,"And after there had been much debate, Peter rose and said to them, ""Brethren, you know that in the early days God made choice among you, that by my mouth the Gentiles should hear the word of the gospel and believe.",The apostles and the elders met together,starts_with_conjunction:and
741,Easter,5,Friday,I/II,,289,first_reading,Acts 15.22-31,"Then it seemed good to the apostles and the elders, with the whole church, to choose men from among them and send them to Antioch with Paul and Barnabas. They sent Judas called Barsabbas, and Silas, leading men among the brethren,",The apostles and the elders,starts_with_conjunction:then
744,Easter,6,Sunday,,B,,first_reading,"Acts 10:25-26, 34-35, 44-48","When Peter entered, Cornelius met him and fell down at his feet and worshiped him.","WHEN Peter entered, Cornelius met him",starts_with_conjunction:when
745,Easter,6,Sunday,,C,,first_reading,"Acts 15:1-2, 22-29","But some men came down from Judea and were teaching the brethren, ""Unless you are circumcised according to the custom of Moses, you cannot be saved.""",SOME who had come down from Judea were instructing the brothers,starts_with_conjunction:but
746,Easter,6,Monday,I/II,,291,gospel,John 15.26 - 16.4a,"But when the Counselor comes, whom I shall send to you from the Father, even the Spirit of truth, who proceeds from the Father, he will bear witness to me;",When Jesus knew that his hour had come to depart from this world,starts_with_conjunction:but
747,Easter,6,Tuesday,I/II,,292,gospel,John 16.5-11,"But now I am going to him who sent me; yet none of you asks me, 'Where are you going?'",When Jesus knew that his hour had come to depart from this world,starts_with_conjunction:but
748,Easter,6,Wednesday,I/II,,293,first_reading,"Acts 17.15, 22 - 18.1","Those who conducted Paul brought him as far as Athens; and receiving a command for Silas and Timothy to come to him as soon as possible, they departed.",Those who conducted Paul brought him as far as Athens,starts_with_pronoun:those; relative_clause_start
749,Easter,6,Thursday,I/II,,294,first_reading,Acts 18.1-8,After this he left Athens and went to Corinth.,Paul left Athens and went to Corinth.,continuation_marker
750,Easter,6,Friday,I/II,,295,first_reading,Acts 18.9-18,"And the Lord said to Paul one night in a vision, ""Do not be afraid, but speak and do not be silent;",At Corinth one night the Lord said to Paul in a vision,starts_with_conjunction:and
752,Easter,7,Sunday,,A,,first_reading,Acts 1:12-14,"Then they returned to Jerusalem from the mount called Olivet, which is near Jerusalem, a sabbath day's journey away;",AFTER Jesus had been taken up to heaven the apostles,starts_with_conjunction:then
752,Easter,7,Sunday,,A,,gospel,John 17:1-11a,"When Jesus had spoken these words, he lifted up his eyes to heaven and said, ""Father, the hour has come; glorify thy Son that the Son may glorify thee,",JESUS raised his eyes to heaven and said,starts_with_conjunction:when
753,Easter,7,Sunday,,B,,gospel,John 17:11b-19,"And now I am no more in the world, but they are in the world, and I am coming to thee. Holy Father, keep them in thy name, which thou hast given me, that they may be one, even as we are one.","LIFTING up his eyes to heaven, Jesus prayed saying",starts_with_conjunction:and
754,Easter,7,Sunday,,C,,first_reading,Acts 2:1-11,"When the day of Pentecost had come, they were all together in one place.","STEPHEN, filled with the Holy Spirit",starts_with_conjunction:when
755,Easter,7,Monday,I/II,,297,first_reading,Acts 19.1-8,"While Apollos was at Corinth, Paul passed through the upper country and came to Ephesus. There he found some disciples.",While Apollos was in Corinth,starts_with_conjunction:while
755,Easter,7,Monday,I/II,,297,gospel,John 16.29-33,"His disciples said, ""Ah, now you are speaking plainly, not in any figure!","Jesus said to the disciples ""I am leaving the world and am going to the Father.""",starts_with_pronoun:his
756,Easter,7,Tuesday,I/II,,298,first_reading,Acts 20.17-27,And from Miletus he sent to Ephesus and called to him the elders of the church.,"Paul, having travelled throughout Greece",starts_with_conjunction:and
756,Easter,7,Tuesday,I/II,,298,gospel,John 17.1-11a,"When Jesus had spoken these words, he lifted up his eyes to heaven and said, ""Father, the hour has come; glorify thy Son that the Son may glorify thee,",Jesus looked up to heaven and said,starts_with_conjunction:when
757,Easter,7,Wednesday,I/II,,299,gospel,John 17.11b-19,"And now I am no more in the world, but they are in the world, and I am coming to thee. Holy Father, keep them in thy name, which thou hast given me, that they may be one, even as we are one.",When the hour had come for him to pass from this world to the Father,starts_with_conjunction:and
758,Easter,7,Thursday,I/II,,300,first_reading,Acts 22.30; 23.6-11,"But on the morrow, desiring to know the real reason why the Jews accused him, he unbound him, and commanded the chief priests and all the council to meet, and he brought Paul down and set him before them.",A number of days after Paul had arrived in Jerusalem,starts_with_conjunction:but
759,Easter,7,Friday,I/II,,301,first_reading,Acts 24.27; 25.13b-21,"But when two years had elapsed, Felix was succeeded by Porcius Festus; and desiring to do the Jews a favor, Felix left Paul in prison.",The tribune who had arrested Paul sent him to Caesarea,starts_with_conjunction:but
759,Easter,7,Friday,I/II,,301,gospel,John 21.15-19,"When they had finished breakfast, Jesus said to Simon Peter, ""Simon, son of John, do you love me more than these?"" He said to him, ""Yes, Lord; you know that I love you."" He said to him, ""Feed my lambs.""",Jesus showed himself to the disciples by the Sea of Tiberius,starts_with_conjunction:when
766,Easter,Ascension,Sunday,,A,,gospel,Matt 28:16-20,"Now the eleven disciples went to Galilee, to the mountain to which Jesus had directed them.",THE eleven disciples went to Galilee,starts_with_conjunction:now
767,Easter,Ascension,Sunday,,B,,gospel,Mark 16:15-20,"And he said to them, ""Go into all the world and preach the gospel to the whole creation.",+ The conclusion of the holy Gospel according to Mark,starts_with_conjunction:and
768,Easter,Ascension,Sunday,,C,,gospel,Luke 24:46-53,"and said to them, ""Thus it is written, that the Christ should suffer and on the third day rise from the dead,",+ The conclusion of the holy Gospel according to Luke,starts_with_conjunction:and; starts_lowercase
775,Solemnities,Body and Blood of Christ,Body and Blood of Christ,,A,,first_reading,"Deut 8:2-3, 14b-16a","And you shall remember all the way which the LORD your God has led you these forty years in the wilderness, that he might humble you, testing you to know what was in your heart, whether you would keep his commandments, or not.","MOSES said to the people ""Remember how for forty years now the LORD, your God",starts_with_conjunction:and
775,Solemnities,Body and Blood of Christ,Body and Blood of Christ,,A,,gospel,John Jo 6:51-58,[BOOK_NOT_FOUND: John Jo],"JESUS said to the Jewish crowds ""I am the living bread that came down from heaven",extraction_failed
776,Solemnities,Transfiguration of the Lord,Transfiguration of the Lord,,A,,first_reading,"Dn 7:9-10, 13-14",[BOOK_NOT_FOUND: Dn],"AS I watched, Thrones were set up",extraction_failed
776,Solemnities,Transfiguration of the Lord,Transfiguration of the Lord,,A,,gospel,Matt 17:1-9,"And after six days Jesus took with him Peter and James and John his brother, and led them up a high mountain apart.","JESUS took Peter, James, and his brother, John",starts_with_conjunction:and
778,Solemnities,Sacred Heart,Sacred Heart,,ABC,,first_reading,"Hos 11:1, 3-4, 8c-9","When Israel was a child, I loved him, and out of Egypt I called my son.",THUS says the LORD When Israel was a child I loved him,starts_with_conjunction:when
778,Solemnities,Sacred Heart,Sacred Heart,,ABC,,gospel,John 19:31-37,"Since it was the day of Preparation, in order to prevent the bodies from remaining on the cross on the sabbath (for that sabbath was a high day), the Jews asked Pilate that their legs might be broken, and that they might be taken away.",SINCE it was preparation day,starts_with_conjunction:since
779,Solemnities,Sacred Heart,Sacred Heart,,ABC,,gospel,Luke 15:3-7,So he told them this parable:,JESUS addressed this parable to the Pharisees and scribes,starts_with_conjunction:so
780,Solemnities,Nativity of John the Baptist,Nativity of John the Baptist Vigil,,ABC,,first_reading,Jer 1:4-10,[VERSE_NOT_FOUND: Jer 1:4],"IN the days of King Josiah, the word of the LORD came to me, saying",extraction_failed
781,Solemnities,Nativity of John the Baptist,Nativity of John the Baptist,,ABC,,gospel,"Luke 1:57-66, 80","Now the time came for Elizabeth to be delivered, and she gave birth to a son.",WHEN the time arrived for Elizabeth to have her child,starts_with_conjunction:now
782,Solemnities,"SS. Peter and Paul, Apostles","SS. Peter and Paul, Apostles Vigil",,ABC,,gospel,Matt 16:13-19,"Now when Jesus came into the district of Caesarea Philippi, he asked his disciples, ""Who do men say that the Son of man is?""",JESUS had revealed himself to his disciples,starts_with_conjunction:now
783,Solemnities,Assumption,Assumption Vigil,,ABC,,first_reading,"1 Chr 15:3-4, 15-16; 16:1-2",[VERSE_NOT_FOUND: 1 Chr 15:3],DAVID assembled all Israel in Jerusalem to bring the ark of the LORD,extraction_failed
784,Solemnities,Assumption,Assumption,,ABC,,first_reading,"Rev 11:19a; 12:1-6a, 10ab","Then God's temple in heaven was opened, and the ark of his covenant was seen within his temple; and there were flashes of lightning, voices, peals of thunder, an earthquake, and heavy hail.",GOD'S temple in heaven was opened,starts_with_conjunction:then
785,Solemnities,Exaltation of the Holy Cross,Exaltation of the Holy Cross,,ABC,,first_reading,"Rev 7:2-4, 9-14","Then I saw another angel ascend from the rising of the sun, with the seal of the living God, and he called with a loud voice to the four angels who had been given power to harm earth and sea,",WITH their patience worn out by the journey,starts_with_conjunction:then
786,Solemnities,Dedication of St. John Lateran Basilica,Dedication of St. John Lateran Basilica,,ABC,,first_reading,"Ez 47:1-2, 8-9, 12","Then he brought me back to the door of the temple; and behold, water was issuing from below the threshold of the temple toward the east (for the temple faced east); and the water was flowing down from below the south end of the threshold of the temple, south of the altar.",THE angel brought me back to the entrance of the temple,starts_with_conjunction:then
787,Solemnities,Immaculate Conception,Immaculate Conception,,ABC,,first_reading,"Gen 3:9-15, 20","But the LORD God called to the man, and said to him, ""Where are you?""","AFTER the man, Adam, had eaten of the tree",starts_with_conjunction:but
788,Solemnities,Body and Blood of Christ,Body and Blood of Christ,,B,,gospel,"Mark 14:12-16, 22-26","And on the first day of Unleavened Bread, when they sacrificed the passover lamb, his disciples said to him, ""Where will you have us go and prepare for you to eat the passover?""",ON the first day of the Feast of Unleavened Bread,starts_with_conjunction:and
789,Solemnities,Transfiguration of the Lord,Transfiguration of the Lord,,B,,first_reading,"Dn 7:9-10, 13-14",[BOOK_NOT_FOUND: Dn],"AS I watched, Thrones were set up",extraction_failed
789,Solemnities,Transfiguration of the Lord,Transfiguration of the Lord,,B,,gospel,Mark 9:2-10,"And after six days Jesus took with him Peter and James and John, and led them up a high mountain apart by themselves; and he was transfigured before them,","JESUS took Peter, James, and his brother John",starts_with_conjunction:and
790,Solemnities,Body and Blood of Christ,Body and Blood of Christ,,C,,first_reading,Gen 14:18-20,And Melchizedek king of Salem brought out bread and wine; he was priest of God Most High.,"IN those days, Melchizedek, king of Salem, brought out bread and wine",starts_with_conjunction:and
790,Solemnities,Body and Blood of Christ,Body and Blood of Christ,,C,,gospel,Luke 9:11b-17,"When the crowds learned it, they followed him; and he welcomed them and spoke to them of the kingdom of God, and cured those who had need of healing.",JESUS spoke to the crowds about the kingdom of God,starts_with_conjunction:when
791,Solemnities,Transfiguration of the Lord,Transfiguration of the Lord,,C,,first_reading,"Dn 7:9-10, 13-14",[BOOK_NOT_FOUND: Dn],"AS I watched, Thrones were set up",extraction_failed
791,Solemnities,Transfiguration of the Lord,Transfiguration of the Lord,,C,,gospel,Luke 9:28b-36,"Now about eight days after these sayings he took with him Peter and John and James, and went up on the mountain to pray.","JESUS took Peter, John, and James",starts_with_conjunction:now
