Season,Week,Day,Weekday Cycle,Sunday Cycle,Full Reference,Refrain Text,Acclamation Ref,Acclamation Text,Lectionary Number
Ordinary Time,3,Saturday,II,,"Psalm 144.1, 2, 9-10 (R.1)","Blessed be the Lord, my Rock!",2 Timothy 1.10,Our Saviour Jesus Christ has done away with death and brought us life through the gospel.,502
Ordinary Time,4,Monday,I,,"Psalm 31.19, 20, 21, 22, 23 (R.24)","Let your hearts take comfort, all who hope in the Lord.",Luke 7.16,A great prophet has appeared among us; God has visited his people.,323
Ordinary Time,4,Monday,I,,"Psalm 3.1-2, 3-4, 5-6 (R.6)","Lord, rise up and save me.",Luke 7.16,A great prophet has appeared among us; God has visited his people.,323
Ordinary Time,4,Monday,II,,"Psalm 126.1-2ab, 2cd-3, 4-5, 6 (R.3a)",The Lord has done great things for us.,Matthew 5.16,"Let your light shine before all, that they may see your good works and glorify your Father.",449
Ordinary Time,4,Monday,II,,"Psalm 40.6-7a, 7b-8, 9, 16 (R. 1 Cor 11.26b)",Proclaim the death of the Lord until he comes again.,John 3.16,"God loved the world so much, he gave his only Son, that all who believe in him might have eternal life.",443
Ordinary Time,4,Monday,II,,"Psalm 15.1b-3a, 3b-4a, 4b-5 (R.1b-2)","The just shall live on your holy mountain, O Lord.",Matthew 5.16,"Let your light shine before all, that they may see your good works and glorify your Father.",449
Ordinary Time,4,Tuesday,I,,"Psalm 22.25b-26, 27+29, 30-31 (R.26b)","They will praise you, Lord, who long for you.",Matthew 8.17,"Christ bore our sickness, and endured our suffering.",324
Ordinary Time,4,Tuesday,I,,"Psalm 86.1-2, 3-4, 5-6 (R.1a)","Listen, Lord, and answer me.",Matthew 8.17,"Christ bore our sickness, and endured our suffering. TUESDAY 291",324
Ordinary Time,4,Tuesday,II,,"Psalm 101.1-2ab, 2cd-3ab, 5, 6 (R.2b)",I will walk with blameless heart.,Luke 7.16,"A great prophet has appeared among us, God has visited his people.",444
Ordinary Time,4,Tuesday,II,,"Psalm 100.1-2, 3, 4, 5 (R.3c)",We are his people: the sheep of his flock.,Luke 7.16,"A great prophet has appeared among us, God has visited his people.",444
Ordinary Time,4,Tuesday,II,,"Psalm 96.10, 11-12, 13 (R.13b)",The Lord comes to judge the earth.,Revelation 2.10c,"Be faithful until death, says the Lord, and I will give you the crown of life. TUESDAY 1745",504
Ordinary Time,4,Wednesday,I,,"Psalm 103.1-2, 13-14, 17-18a (R. see 17)",The Lord’s kindness is everlasting to those who fear him.,John 10.27,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",325
Ordinary Time,4,Wednesday,I,,"Psalm 32.1-2, 5, 6, 7 (R. see 5c)","Lord, forgive the wrong I have done.",John 10.27,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",325
Ordinary Time,4,Wednesday,II,,"Psalm 111.1-2, 3-4, 5-6 (R.2a)",How great are the works of the Lord!,"John 6.63c, 68c","Your words, Lord, are spirit and life, you have the words of everlasting life.",445
Ordinary Time,4,Wednesday,II,,"Psalm 33.2-3, 43-5, 12+22 (R.12b)",Happy the people the Lord has chosen to be his own.,"John 6.63c, 68c","Your words, Lord, are spirit and life, you have the words of everlasting life.",445
Ordinary Time,4,Wednesday,II,,"Psalm 98.1, 2-3ab, 7-8, 9 (R. Rev 15.3)","Great and wonderful are all your works, Lord, mighty God!",Revelation 2.10c,"Be faithful until death, says the Lord, and I will give you the crown of life.",505
Ordinary Time,4,Thursday,I,,"Psalm 48.1-2a, 2b-3, 8, 9-10 (R.9)","God, in your temple, we ponder your love.",Mark 1.15,The kingdom of God is near: repent and believe the good news!,326
Ordinary Time,4,Thursday,II,,"Psalm 111.7-8, 9, 10 (R.2a)",How great are the works of the Lord!,Matthew 11.28,"Come to me, all you that labour and are burdened, and I will give you rest, says the Lord.",446
Ordinary Time,4,Thursday,II,,"Psalm 118.1-2, 16ab-17, 21+28 (R.1a)","Give thanks, for the Lord is good.",Matthew 11.28,"Come to me, all you that labour and are burdened, and I will give you rest, says the Lord.",446
Ordinary Time,4,Thursday,II,,"Psalm 100.1-2, 3, 4, 5 (R. Rev 19.9a)",Blessed are they who are called to the wedding feast of the Lamb.,"Luke 21,28",Lift up your heads and see; your redemption is near at hand. 1750 THIRTY-FOURTH WEEK IN ORDINARY TIME – YEAR II,506
Ordinary Time,4,Friday,I,,"Psalm 27.1, 3, 5, 8b-9abc (R.1a)",The Lord is my light and my salvation.,see Luke 8.15,Blessed are they who have kept the word with a generous heart and yield a harvest through perseverance.,327
Ordinary Time,4,Friday,I,,"Psalm 18.30, 46+49, 50 (R.46)",Blessed be God my salvation!,see Luke 8.15,Blessed are they who have kept the word with a generous heart and yield a harvest through perseverance.,327
Ordinary Time,4,Friday,II,,"Psalm 49.5-6, 7-9, 16-17, 18-19 (R. see Mt 5.3)",Blessed are the poor in spirit; the kingdom of heaven is theirs!,See Matthew 11.25,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom.",447
Ordinary Time,4,Friday,II,,"Psalm 17.1, 6-7, 8b+15 (R.15b)","Lord, when your glory appears, my joy will be full.",See Matthew 11.25,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom.",447
Ordinary Time,4,Friday,II,,"Psalm 84.1-2, 3, 4-5, 7+10 (R. Rev 21.3b)++",Here God lives among his people.,Luke 21.28,Lift up your heads and see; your redemption is near at hand. FRIDAY 1753,507
Ordinary Time,4,Saturday,I,,"Psalm 23.1-3a, 3b-4, 5, 6 (R.1)",The Lord is my shepherd; there is nothing I shall want.,John 10.27,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",328
Ordinary Time,4,Saturday,I,,"Psalm 119.9-10, 11-12, 13-14 (R.12)","Lord, teach me your decrees.",John 10.27,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",328
Ordinary Time,4,Saturday,II,,"Psalm 100.1-2, 3, 4, 5 (R.2c)",Come with joy into the presence of the Lord.,See Luke 8.15,Blessed are they who have kept the word with a generous heart and yield a harvest through perseverance.,448
Ordinary Time,4,Saturday,II,,"Psalm 56.3-4, 9b-11, 12-13 (R. see 13b)","I will walk in the presence of God, with the light of the living.",See Luke 8.15,Blessed are they who have kept the word with a generous heart and yield a harvest through perseverance.,448
Ordinary Time,4,Saturday,II,,"Psalm 95.1-2, 3-5, 6-7 (R. 1 Cor 16.22 and Rev 22.20c)","Maranatha! Come, Lord Jesus!",Luke 21.36,"Be watchful, pray constantly, that you may be worthy to stand before the Son of Man. SATURDAY 1755",508
Ordinary Time,4,Saturday,II,,"Psalm 113.1-2, 3-4, 5-6, 7-8 (R.7-8)",The Lord will count him among his people.++,See John 15.16,"I have chosen you from the world, says the Lord, to go and bear fruit that will last. 1764 PROPER OF SAINTS",508
Ordinary Time,4,Saturday,II,,"Psalm 96.1-2, 3+10ac, 11+13a (R.3)",Proclaim God’s marvellous deeds to all the nations.,Mark 16.15,Go out to the whole world; proclaim the good news to all creation. MAY 1769,508
Ordinary Time,4,Saturday,II,,"Psalm 98.1, 2-3ab, 3c-4, 5-6 (R.2b)",The Lord has revealed to the nations his saving power.,"Matthew 28.19a, 20b","Go and teach all people my gospel; I am with you always, until the end of the world.",508
Ordinary Time,4,Saturday,II,,"Psalm 71.1-2, 3, 5-6, 15+17 (R.6)","Since my mother’s womb, you have been my strength.",John 1.7; Luke 1.17,"John came to bear witness to the light, to prepare an upright people for the Lord. JUNE 1785",508
Ordinary Time,4,Saturday,II,,"Psalm 139.1-3, 13-14a, 14b-15 (R.14)",I praise you for I am wonderfully made.,Luke 1.76,"You, child, shall be called the prophet of the Most High; for you will go before the Lord to prepare his way.",508
Ordinary Time,4,Saturday,II,,"Psalm 19.1-2, 3-4 (R.4a)",Their message goes out through all the earth.,John 21.173,"Lord, you know all things: you know that I love you.",508
Ordinary Time,4,Saturday,II,,"Psalm 34.1-2, 3-4, 5-6, 7-8 (R.4b)",The Lord set me free from all my fears.,Matthew 16.18,"You are Peter, the rock on which I will build my Church; the gates of hell will not hold out against it. 1796 PROPER OF SAINTS",508
Ordinary Time,4,Saturday,II,,"Psalm 117.1, 2 (R. Mk 16.15)",Go out to all the world and tell the good news.,John 20.29,"You believe in me, Thomas, because you have seen me; happy those who have not seen me, but still believe! JULY 1799",508
Ordinary Time,4,Saturday,II,,"Psalm 126.1-2ab, 2bc-3, 4-5, 6 (R.5)","Those who sow in tears, shall reap with shouts of joy.",See John 15.16,"I have chosen you from the world, says the Lord, to go and bear fruit that will last.",508
Ordinary Time,4,Saturday,II,,"Psalm 132.11, 13-14, 17-18 (R. Lk 1.32b)","God will give him the throne of David, his father.",See Luke 2.25c,"They yearned for the comforting of Israel, and the Holy Spirit rested upon them.",508
Ordinary Time,4,Saturday,II,,"Psalm 97.1-2, 5-6, 9+11 (R.1a and 9a)","The Lord is king, the most high over all the earth.",Matthew 17.5c,"This is my beloved Son, in whom is all my delight; hear him.",508
Ordinary Time,4,Saturday,II,,"Psalm 112.1-2, 5-6, 7-8, 9 (R.5a)",Happy the merciful who give to those in need.,John 8.12bc,"Whoever follows me will not walk in the darkness but will have the light of life, says the Lord.",508
Ordinary Time,4,Saturday,II,,"Psalm 132.6-7, 9-10, 13-14 (R.8)","Lord, go up to the place of your rest, you and the ark of your holiness.",Luke 11.28,Blessed are they who hear the word of God and keep it.,508
Ordinary Time,4,Saturday,II,,"Psalm 45.9-10, 11a+12c+14, 15+17 (R.9b)++","The queen stands at your right hand, arrayed in gold.",,"Mary is taken up to heaven, and the angels of God shout for joy.",508
Ordinary Time,4,Saturday,II,,"Psalm 145.10-11, 12-13ab, 17-18 (R. see 12)","Your friends tell the glory of your kingship, Lord.",John 1.49b,"Master, you are the Son of God, you are the king of Israel.",508
Ordinary Time,4,Saturday,II,,"Psalm 71.1-2, 3-4a, 5-6, 15ab+17 (R.15ab)",I will sing your salvation.,Matthew 5.10,Blessed are those who suffer persecution for justice’ sake; the kingdom of heaven is theirs. AUGUST 1829,508
Ordinary Time,4,Saturday,II,,"Psalm 13.5, 6 (R. Is 61.10)",With delight I rejoice in the Lord.,,"Happy are you, holy Virgin Mary, deserving of all praise; from you rose the sun of justice, Christ the Lord. 1832 PROPER OF SAINTS",508
Ordinary Time,4,Saturday,II,,"Psalm 78.1-2, 34-35, 36-37, 38 (R. see 7b)",Do not forget the works of the Lord!,,"We adore you, O Christ, and we praise you, because by your cross you have redeemed the world. 1836 PROPER OF SAINTS",508
Ordinary Time,4,Saturday,II,,"Psalm 24.1-2, 3-4ab, 5-6 (R.7c+10b)","Lord, blessed are those who seek your face.++",Matthew 11.28,"Come to me, all you that labour and are burdened, and I will give you rest, says the Lord.",508
Ordinary Time,4,Saturday,II,,"Psalm 103.8+10, 13-14, 15-16, 17-18",The Lord is kind and merciful.,"2 Timothy 2.11, 12","If we have died with Christ, we shall live with him, and if we are faithful to the end, we shall reign with him.",508
Ordinary Time,4,Saturday,II,,"Psalm 46.1-2, 4-5, 7-8 (R.4)",The waters of the river gladden the city of God.++,2 Chronicles 7.16,"I have chosen and sanctified this house, says the Lord, that my name may remain in it for all time.",508
Ordinary Time,4,Saturday,II,,"Psalm 98.1, 2-3ab, 3c-4, 5-6 (R. see 2b)",The Lord has revealed to the nations his saving power.,,"We praise you, O God, we acclaim you as Lord; the glorious company of apostles praise you.",508
Ordinary Time,4,Saturday,II,,"Psalm 19.1-2, 3-4ab (R.5a)",Their message goes out through all the earth.,Matthew 4.19,"Come follow me, says the Lord, and I will make you fishers of my people.",508
Ordinary Time,4,Saturday,II,,"Psalm 122.1-2, 3-4, 8-9 (R. see 1)",Let us go rejoicing to the house of the Lord.,,"acclamation is omitted. 70 5 ( 1 ) 2 Chronicles 7.16 I have chosen and sanctified this house, says the Lord, that my name may remain in it for all time. 70 5 ( 2 ) Isaiah 66.1 Heaven is my throne and earth is my footstool, says the Lord;",508
Ordinary Time,4,Saturday,II,,"Psalm 45.10-11, 13b-14, 15-16 (R.10a)","Listen to me, daughter; see and bend your ear.",,"acclamation is omitted. 71 1 ( 1 ) See Luke 1.28 Hail, Mary, full of grace, the Lord is with you; blessed are you among women. 71 1 ( 2 ) See Luke 1.45 Blessed are you, O Virgin Mary, for your firm believing",508
Ordinary Time,4,Saturday,II,,"Psalm 34.1-2, 3-4, 5-6, 7-8 (R.5b)",The Lord set me free from all my fears.,,"mation is omitted. 71 7 ( 1 ) Matthew 5.10 Blessed are those who suffer persecution for justice’s sake; the kingdom of heaven is theirs. 71 7 ( 2 ) John 17.19 For their sake I consecrate myself, says the Lord,",508
Ordinary Time,4,Saturday,II,,"Psalm 117.1, 2 (R. Mk 16.15)",Go out to all the world and tell the good news.,,"mation is omitted. 72 3 ( 1 ) Matthew 23.9b, 10b You have one Father, your Father in heaven; you have one teacher, the Lord Jesus Christ! 72 3 ( 2 ) Matthew 28.19a, 20b Go and teach all people my gospel;",508
Ordinary Time,4,Saturday,II,,"Psalm 37.3-4, 5-6, 30-31 (R.30a)",The mouths of the just murmur wisdom.,,"mation is omitted. 72 9 ( 1 ) Matthew 5.16 Let your light shine before all, that they may see your good works and glorify your Father. 72 9 ( 2 ) Matthew 23.9b, 10b You have one Father, your Father in heaven;",508
Ordinary Time,4,Saturday,II,,"Psalm 45.10-11, 13b-14, 15-16 (Mt 25.6b)",The bridegroom is here; let us go out to meet Christ the Lord.,,"mation is omitted. 73 5 ( 1 ) John 14.23 All who love me will keep my words, and my Father will love them, and we will come to them. 73 5 ( 2 ) This is the wise bridesmaid, whom the Lord found waiting;",508
Ordinary Time,4,Saturday,II,,"Psalm 126.1-2ab, 2bc-3, 4-5, 6 (R.5)",Those who sow in tears shall reap with shouts of joy.,,mation is omitted. 74 1 ( 1 ) Matthew 5.3 Blessed are the poor in spirit; the kingdom of heaven is theirs! 74 1 ( 2 ) Matthew 5.6 Blessed are those who hunger and thirst for what is right;,508
Ordinary Time,5,Monday,I,,"Psalm 104.1-2a, 5-6, 10+12, 24+35c (R.31b)",May the Lord be glad in his works.,Matthew 4.23,Jesus preached the good news of the kingdom and healed all who were sick.,329
Ordinary Time,5,Monday,I,,"Psalm 132.1a+2b+4a+5a, 6+8, 9-10, 13-14 (R.8a)++","Lord, go up to the place of your rest!",Matthew 4.23,Jesus preached the good news of the kingdom and healed all who were sick. 304 FIFTH WEEK IN ORDINARY TIME – YEAR II,329
Ordinary Time,5,Monday,II,,"Psalm 102.15-17, 18-20, 28+21-22 (R.16)","The Lord will build up Zion again, and appear in all his glory.",Mark 10.45,The Son of Man came to serve and to give his life as a ransom for all.,455
Ordinary Time,5,Monday,II,,"Psalm 17.1, 2-3, 6-7 (R.6b)","Lord, bend your ear and hear my prayer.",Mark 10.45,The Son of Man came to serve and to give his life as a ransom for all.,455
Ordinary Time,5,Tuesday,I,,"Psalm 8.3-4, 5-6, 7-8, (R.1a)","O Lord our God, how wonderful your name in all the earth!","Psalm 119.36a, 29b","Turn my heart to do your will; teach me your law, O God.",330
Ordinary Time,5,Tuesday,I,,"Psalm 84.2, 3, 4+9, 10 (R.1)","How lovely is your dwelling place, Lord, mighty God!",,"Psalm 119.36a, 29b Turn my heart to do your will; teach me your law, O God. 306 FIFTH WEEK IN ORDINARY TIME – YEAR II",330
Ordinary Time,5,Tuesday,II,,"Psalm 122.1-2, 3-4a, 4b-5 (R. see 1)",Let us go rejoicing to the house of the Lord.,Luke 11.28,Blessed are they who hear the word of God and keep it. 1218 TWENTY-FIFTH WEEK IN ORDINARY TIME – YEAR I,450
Ordinary Time,5,Tuesday,II,,"Psalm 119.1+27, 30+34, 35+44 (R.35a)","Guide me, Lord, in the way of your commands.",Luke 11.28,Blessed are they who hear the word of God and keep it. 1630 TWENTY-FIFTH WEEK IN ORDINARY TIME – YEAR II,450
Ordinary Time,5,Wednesday,I,,"Psalm 104.1-2a, 27-28, 29bc-30 (R.1a)","O bless the Lord, my soul!",John 17.17,"Your word, O Lord, is truth; make us holy in the truth.",331
Ordinary Time,5,Wednesday,I,,"Psalm 37.5-6, 30-31, 39-40 (R.30)",The mouths of the just murmur wisdom.,John 17.17,"Your word, O Lord, is truth; make us holy in the truth.",331
Ordinary Time,5,Wednesday,II,,"Psalm 119.29+72, 89+101, 104+163 (R.105a)","Your word, O Lord, is a lamp for my feet.",Mark 1.15,The kingdom of God is near: repent and believe the good news!,451
Ordinary Time,5,Thursday,I,,"Psalm 128.1-2, 3, 4-5 (R. see 1a)",Happy are those who fear the Lord.,James 1.21,Receive and submit to the word planted in you; it can save your souls.,332
Ordinary Time,5,Thursday,I,,"Psalm 106.3-4, 6-7, 35-36, 37+40 (R.4a)++","Lord, remember us, for the love you bear your people.",James 1.21,Receive and submit to the word planted in you; it can save your souls.,332
Ordinary Time,5,Thursday,II,,"Psalm 149.1-2, 3-4, 5-6a+9b (R.4a)",The Lord takes delight in his people.,John 14.6,"I am the way, the truth, and the life, says the Lord; no one comes to the Father, except through me.",452
Ordinary Time,5,Thursday,II,,"Psalm 90.3-4, 5-6, 12-13, 14+17 (R.1)","In every age, O Lord, you have been our refuge.",John 14.6,"I am the way, the truth, and the life, says the Lord; no one comes to the Father, except through me.",452
Ordinary Time,5,Friday,I,,"Psalm 32.1-2, 5, 6, 7 (R.1a)",Happy are those whose sins are forgiven.,Acts 16.14b,"Open our hearts, O Lord, to listen to the words of your Son. GO S P E L 172 FIFTH WEEK IN ORDINARY TIME – YEAR I Mark 7.31-37",333
Ordinary Time,5,Friday,I,,"Psalm 81.9-10ab, 11-12, 13-14 (R.10a+8a)","I am the Lord, your God; hear my voice.",Acts 16.14b,"Open our hearts, O Lord, to listen to the words of your Son. FRIDAY 313",333
Ordinary Time,5,Friday,II,,"Psalm 43.1, 2, 3, 4 (R. see 5bc)","Hope in God, I will praise him, my saviour and my God.",Mark 10.45,The Son of Man came to serve and to give his life as a ransom for all.,453
Ordinary Time,5,Friday,II,,"Psalm 144.1a+2abc, 3-4, 9+15b (R.1a)++","Blessed be the Lord, my rock.",Mark 10.45,The Son of Man came to serve and to give his life as a ransom for all.,453
Ordinary Time,5,Saturday,I,,"Psalm 90.2, 3-4, 5-6, 12-13 (R.1)","In every age, O Lord, you have been our refuge.",Matthew 4.4b,"No one lives by bread alone, but on every word that comes from the mouth of God. SATURDAY 175",334
Ordinary Time,5,Saturday,I,,"Psalm 106.6-7a, 19-20, 21-22 (R.4a)","Lord, remember us, for the love you bear your people.",Matthew 4.4b,"No one lives by bread alone, but on every word that comes from the mouth of God.",334
Ordinary Time,5,Saturday,II,,"Psalm 90.3-4, 5-6, 12-13, 14+17 (R.1)","In every age, O Lord, you have been our refuge.",2 Timothy 1.10b,Our Saviour Jesus Christ has done away with death and brought us life through the gospel.,454
Ordinary Time,6,Monday,I,,"Psalm 50.1+8, 16bc-17, 20-21 (R.14a)",Offer to God a sacrifice of praise.,John 14.6,"I am the way, the truth, and the life, says the Lord; no one comes to the Father, except through me. 178 SIXTH WEEK IN ORDINARY TIME – YEAR I",335
Ordinary Time,6,Monday,I,,"Psalm 119.67-68, 71-72, 75-76 (R.77a)","Be kind to me, Lord, and I shall live.",John 14.6,"I am the way, the truth, and the life, says the Lord; no one comes to the Father, except through me.",335
Ordinary Time,6,Monday,II,,"Psalm 50.1+8, 16bc-17, 20-21 (R.14a)",Offer to God a sacrifice of praise.,John 14.6,"I am the way, the truth, and the life, says the Lord; no one comes to the Father, except through me. MONDAY 931",335
Ordinary Time,6,Monday,II,,"Psalm 119.67-68, 71-72, 75-76 (R.77a)","Be kind to me, Lord, and I shall live.",John 14.6,"I am the way, the truth, and the life, says the Lord; no one comes to the Father, except through me.",335
Ordinary Time,6,Tuesday,I,,"Psalm 29.1a+2, 3ac+4, 3b+9b-10 (R.11b)",The Lord will bless his people with peace.,John 14.23,"All who love me, will keep my words, and my Father will love them, and we will come to them.",336
Ordinary Time,6,Tuesday,I,,"Psalm 94.12-13a, 14-15, 18-19 (R.12a)","Happy are those you teach, O Lord.",John 14.23,"All who love me, will keep my words, and my Father will love them, and we will come to them.",336
Ordinary Time,6,Tuesday,II,,"Psalm 29.1a+2, 3ac+4, 3b+9b-10 (R.11b)",The Lord will bless his people with peace.,John 14.23,"All who love me, will keep my words, and my Father will love them, and we will come to them.",336
Ordinary Time,6,Tuesday,II,,"Psalm 87.1-3, 4-5, 6-7 (R. Zech 8.23)",God is with us.,Mark 10.45,The Son of Man came to serve and to give his life as a ransom for all.,456
Ordinary Time,6,Tuesday,II,,"Psalm 94.12-13a, 14-15, 18-19 (R.12a)","Happy are those you teach, O Lord.",John 14.23,"All who love me, will keep my words, and my Father will love them, and we will come to them.",336
Ordinary Time,6,Tuesday,II,,"Psalm 88.1-2, 3-4, 5, 6-7 (R.2a)","Let my prayer come before you, Lord.",Mark 10.45,The Son of Man came to serve and to give his life as a ransom for all.,456
Ordinary Time,6,Wednesday,I,,"Psalm 116.12-13, 14-15, 18-19 (R.17)","To you, Lord, I will offer a sacrifice of praise.",see Ephesians 1.17-18,"May the Father of our Lord Jesus Christ enlighten the eyes of our heart, that we might see how great is the hope to which we are called.",337
Ordinary Time,6,Wednesday,I,,"Psalm 15.2-3ab, 3cd-4ab, 5 (R.2a+1b)","The just shall live on your holy mountain, O Lord.",see Ephesians 1.17-18,"May the Father of our Lord Jesus Christ enlighten the eyes of our heart, that we might see how great is the hope to which we are called.",337
Ordinary Time,6,Wednesday,II,,"Psalm 116.12-13, 14-15, 18-19 (R.17)","To you, Lord, I will offer a sacrifice of praise.",See Ephesians 1.17-18,"May the Father of our Lord Jesus Christ enlighten the eyes of our heart, that we might see how great is the hope to which we are called.",337
Ordinary Time,6,Wednesday,II,,"Psalm 137.1-2, 3, 4-5, 6 (R.6ab)","Let my tongue be silenced, if I ever forget you!",Philippians 3.8-9,I count all things worthless but this: to gain Jesus Christ and to be found in him.,457
Ordinary Time,6,Wednesday,II,,"Psalm 15.2-3ab, 3cd-4ab, 5 (R.2a+1b)","The just shall live on your holy mountain, O Lord.",See Ephesians 1.17-18,"May the Father of our Lord Jesus Christ enlighten the eyes of our heart, that we might see how great is the hope to which we are called.",337
Ordinary Time,6,Wednesday,II,,"Psalm 88.9bc-10, 11-12, 13-14 (R.2a)","Let my prayer come before you, Lord.",Philippians 3.8-9,I count all things worthless but this: to gain Jesus Christ and to be found in him. 1644 TWENTY-SIXTH WEEK IN ORDINARY TIME – YEAR II,457
Ordinary Time,6,Thursday,I,,"Psalm 102.15-17, 18-20, 28, 21-22 (R.19)",From heaven the Lord looks down on the earth.,"John 6.63b, 68b","Your words, Lord, are spirit and life; you have the words of everlasting life. THURSDAY 185",338
Ordinary Time,6,Thursday,I,,"Psalm 34.1-2, 3-4, 5-6 (R.6)",The Lord hears the cry of the poor.,"John 6.63b, 68b","Your words, Lord, are spirit and life; you have the words of everlasting life.",338
Ordinary Time,6,Thursday,II,,"Psalm 102.15-17, 18-20, 28+21-22 (R.19)",From heaven the Lord looks down on the earth.,"John 6.63b, 68b","Your words, Lord, are spirit and life; you have the words of everlasting life. 938 SIXTH WEEK IN ORDINARY TIME – YEAR I",338
Ordinary Time,6,Thursday,II,,"Psalm 19.7, 8, 9, 10 (R.8a)",The precepts of the Lord give joy to the heart.,Mark 1.15,The kingdom of God is near: repent and believe the good news!,458
Ordinary Time,6,Thursday,II,,"Psalm 34.1-2, 3-4, 5-6 (R.6)",The Lord hears the cry of the poor.,"John 6.63b, 68b","Your words, Lord, are spirit and life; you have the words of everlasting life.",338
Ordinary Time,6,Thursday,II,,"Psalm 27.7-8a, 8b-9abc, 13-14 (R.13)",I believe that I shall see the good things of the Lord in the land of the living.,Mark 1.15,The kingdom of God is near: repent and believe the good news!,458
Ordinary Time,6,Friday,I,,"Psalm 33.10-11, 12-13, 14-15 (R.12)",Happy the people the Lord has chosen to be his own.,John 15.15b,"I call you my friends, says the Lord, for I have made known to you all that the Father has told me..",339
Ordinary Time,6,Friday,I,,"Psalm 112.1-2, 3-4, 5-6 (R.1b)",Happy are those who do what the Lord commands.,John 15.15b,"I call you my friends, says the Lord, for I have made known to you all that the Father has told me..",339
Ordinary Time,6,Friday,II,,"Psalm 33.10-11, 12-13, 14-15 (R.12)",Happy the people the Lord has chosen to be his own.,John 15.15b,"I call you my friends, says the Lord, for I have made known to you all that the Father has told me.",339
Ordinary Time,6,Friday,II,,"Psalm 79.1-2, 3-4, 5+8, 9 (R.9b)","For the glory of your name, O Lord, deliver us.",Psalm 95.8,"If today you hear God’s voice, harden not your hearts.",459
Ordinary Time,6,Friday,II,,"Psalm 112.1-2, 3-4, 5-6 (R.1b)",Happy are those who do what the Lord commands.,John 15.15b,"I call you my friends, says the Lord, for I have made known to you all that the Father has told me.",339
Ordinary Time,6,Friday,II,,"Psalm 139.1-3, 7-8, 9-10, 13-14ab (R.24b)","Guide me, Lord, along the everlasting way.",Psalm 95.8,"If today you hear God’s voice, harden not your hearts.",459
Ordinary Time,6,Saturday,I,,"Psalm 145.2-3, 4-5, 10-11 (R. see 1)","I will praise your name for ever, Lord.",see Mark 9.6,"The heavens were opened and the Father’s voice was heard: This is my beloved Son, hear him. SATURDAY 189",340
Ordinary Time,6,Saturday,I,,"Psalm 12.1-2, 3-4, 6-7 (R.8a)","You will protect us, Lord.",see Mark 9.6,"The heavens were opened and the Father’s voice was heard: This is my beloved Son, hear him.",340
Ordinary Time,6,Saturday,II,,"Psalm 145.2-3, 4-5, 10-11 (R. see 1)","I will praise your name for ever, Lord.",See Mark 9.6,"The heavens were opened and the Father’s voice was heard: This is my beloved Son, hear him. 942 SIXTH WEEK IN ORDINARY TIME – YEAR I",340
Ordinary Time,6,Saturday,II,,"Psalm 69.29+32, 33-34, 35-36 (R.33a)",The Lord listens to the poor.,Matthew 11.25,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom.",460
Ordinary Time,6,Saturday,II,,"Psalm 12.1-2, 3-4, 6-7 (R.8a)","You will protect us, Lord.",See Mark 9.6,"The heavens were opened and the Father’s voice was heard: This is my beloved Son, hear him.",340
Ordinary Time,6,Saturday,II,,"Psalm 119.66+71, 75+91, 125+130 (R.135a)","Lord, let your face shine on me.",Matthew 11.25,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom. 1650 TWENTY-SIXTH WEEK IN ORDINARY TIME – YEAR II",460
Ordinary Time,7,Monday,I,,"Psalm 93.1ab, 1c-2, 4c-5 (R.1a)++","The Lord is king, he is robed in majesty.",2 Timothy 1.10b,Our Saviour Jesus Christ has done away with death and brought us life through the gospel.,341
Ordinary Time,7,Monday,I,,"Psalm 19.7, 8, 9, 14 (R.8a)",The precepts of the Lord give joy to the heart.,2 Timothy 1.10b,Our Saviour Jesus Christ has done away with death and brought us life through the gospel.,341
Ordinary Time,7,Monday,II,,"Psalm 93.1ab, 1c-2, 4c-5 (R.1a)++","The Lord is king, he is robed in majesty.",2 Timothy 1.10b,Our Saviour Jesus Christ has done away with death and brought us life through the gospel.,341
Ordinary Time,7,Monday,II,,"Psalm 19.7, 8, 9, 14 (R.8a)",The precepts of the Lord give joy to the heart.,2 Timothy 1.10b,Our Saviour Jesus Christ has done away with death and brought us life through the gospel.,341
Ordinary Time,7,Monday,II,,"Psalm 111.1-2, 7-8, 9+10c (R.5b)",The Lord will remember his covenant for ever.,John 13.34,I give you a new commandment: love one another as I have loved you.,461
Ordinary Time,7,Tuesday,I,,"Psalm 37.3-4, 18-19, 27-28, 39-40 (R. see 5)","Commit your life to the Lord, and the Lord will help you.",Galatians 6.14,"My only glory is the cross of our Lord Jesus Christ, which crucifies the world to me and me to the world.",342
