Season,Week,Day,Weekday Cycle,Sunday Cycle,Full Reference,Refrain Text,Acclamation Ref,Acclamation Text,Lectionary Number
Ordinary Time,27,Sunday,,A,Psalm 80:9.12.13-14.15-16.19-20 (R. Isaiah 5:7a),The vineyard of the Lord is the House of Israel.,cf. John 15:16,"I chose you from the world to go out and bear fruit, fruit that will last, says the Lord.",
Ordinary Time,27,Sunday,,B,Psalm 128:1-2.3.4-5.6 (R. cf. 5),May the Lord bless us all the days of our life.,1 John 4:12,As long as we love one another God will live in us and his love will be complete in us.,
Ordinary Time,27,Sunday,,C,Psalm 95:1-2.6-7.8-9 (R. 8),O that today you would listen to his voice! Harden not your hearts.,2 Timothy 1:10,"Our Saviour Jesus Christ abolished death, and he has proclaimed life through the Good News.",
Ordinary Time,27,Monday,II,,"Psalm 111.1-2, 7-8, 9+10c (R.5b)",The Lord will remember his covenant for ever.,John 13.34,I give you a new commandment: love one another as I have loved you.,461
Ordinary Time,27,Tuesday,I,,"Psalm 130.1-2, 3-4ab, 7-8 (R.3)","If you, O Lord, laid bare our guilt, who could endure it?",Luke 11.28,Blessed are they who hear the word of God and keep it.,462
Ordinary Time,27,Tuesday,II,,"Psalm 139.1-3, 13-14, 15-16a (R.24b)","Guide me, Lord, along the everlasting way.",Luke 11.28,Blessed are they who hear the word of God and keep it.,462
Ordinary Time,27,Wednesday,I,,"Psalm 86.2c-4, 5-6, 9-10 (R.15b)","Lord, you are tender and full of love.",Romans 8.15,"You have received the Spirit which makes us God’s children, and in that Spirit we call God our Father.",463
Ordinary Time,27,Wednesday,II,,"Psalm 117.1, 2 (R. Mk 16.15)",Go out to all the world and tell the good news.,Romans 8.15,"You have received the Spirit which makes us God’s children, and in that Spirit we call God our Father.",463
Ordinary Time,27,Thursday,I,,"Psalm 1.1-2, 3, 4+6 (R. Ps 40.5a)",Happy are they who hope in the Lord.,Acts 16.14b,"Open our hearts, O Lord, to listen to the words of your Son.",464
Ordinary Time,27,Friday,I,,"Psalm 9.1-2, 5+15, 7-8 (R.8a)",The Lord will judge the world with justice.,John 12.31b-32,"The prince of this world will now be cast out, and when I am lifted up from the earth, I will draw all to myself, says the Lord.",465
Ordinary Time,27,Friday,II,,"Psalm 111.1-2, 3-4, 5-6 (R.5b)",The Lord will remember his covenant for ever.,John 12.31b-32,"The prince of this world will now be cast out, and when I am lifted up from the earth, I will draw all to myself, says the Lord.",465
Ordinary Time,27,Saturday,I,,"Psalm 97.1-2, 5-6, 11-12 (R.12a)",Let the just rejoice in the Lord.,Luke 11.28,Blessed are they who hear the word of God and keep it.,466
Ordinary Time,27,Saturday,II,,"Psalm 105.2-3, 4-5, 6-7 (R.8a)",The Lord remembers his covenant for ever.,Luke 11.28,Blessed are they who hear the word of God and keep it.,466
Ordinary Time,28,Sunday,,A,Psalm 23:1-3a.3b-4.5.6 (R. 6cd),In the Lord's own house shall I dwell for ever and ever.,cf. Ephesians 1:17-18,"May the Father of our Lord Jesus Christ enlighten the eyes of our mind, so that we can see what hope his call holds for us.",
Ordinary Time,28,Sunday,,B,Psalm 90:12-13.14-15.16-17 (R. 14),"Fill us with your love, O Lord, and we will sing for joy!",Matthew 5:3,Happy the poor in spirit; theirs is the kingdom of heaven.,
Ordinary Time,28,Sunday,,C,Psalm 98:1.2-3.3-4 (R. cf. 2b),The Lord has shown his salvation to the nations.,1 Thessalonians 5:18,"For all things give thanks to God, because this is what God expects of you in Christ Jesus.",
Ordinary Time,28,Monday,I,,"Psalm 98.1, 2-3ab, 3cd-4 (R.2a)",The Lord has made known his salvation.,Psalm 95.8,"If today you hear God’s voice, harden not your hearts.",467
Ordinary Time,28,Monday,II,,"Psalm 113.1-2, 3-4, 5a+6-7 (R. see 2)",Blessed be the name of the Lord for ever.,Psalm 95.8,"If today you hear God’s voice, harden not your hearts.",467
Ordinary Time,28,Monday,II,,"Psalm 100.1-2, 3, 4, 5 (R.3b)","The Lord made us, we belong to him.",Matthew 5.3,Blessed are the poor in spirit; the kingdom of heaven is theirs!,473
Ordinary Time,28,Tuesday,I,,"Psalm 19.1-2, 3-4 (R.1a)",The heavens proclaim the glory of God.,Hebrews 4.12,The word of God is living and active; it probes the thoughts and motives of our heart.,468
Ordinary Time,28,Tuesday,II,,"Psalm 119.41+43, 44-45, 47-48 (R.41a)","Let your loving kindness come to me, O Lord.",Hebrews 4.12,The word of God is living and active; it probes the thoughts and motives of our heart.,468
Ordinary Time,28,Wednesday,I,,"Psalm 62.1-2, 5+7, 8 (R.12b)","Lord, you give back to all according to their works.",John 10.27,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",469
Ordinary Time,28,Wednesday,II,,"Psalm 1.1-2, 3, 4+6 (R. see Jn 8.12)","Those who follow you, Lord, will have the light of life.",,"John 10.27 My sheep listen to my voice, says the Lord; I know them, and they follow me.",469
Ordinary Time,28,Thursday,I,,"Psalm 130.1-2, 3-4, 5-6 (R.7bc)","With the Lord there is mercy, and fullness of redemption.",John 14.6,"I am the way, the truth, and the life, says the Lord; no one comes to the Father, except through me.",470
Ordinary Time,28,Thursday,II,,"Psalm 98.1, 2-3a, 3b-4, 5-6 (R.2a)",The Lord has made known his salvation.,John 14.6,"I am the way, the truth, and the life, says the Lord; no one comes to the Father, except through me.",470
Ordinary Time,28,Friday,I,,"Psalm 32.1-2, 5, 7b+11 (R. see 7)","I turn to you, Lord, in time of trouble, and you fill me with the joy of salvation.",Psalm 33.22,"Lord, let your mercy be on us, as we place our trust in you.",471
Ordinary Time,28,Friday,II,,"Psalm 33.1-2, 4-5, 12-13 (R.12b)",Happy the people the Lord has chosen to be his own.,Psalm 33.22,"Lord, let your mercy be on us, as we place our trust in you.",471
Ordinary Time,28,Saturday,I,,"Psalm 105.5-7, 8-10, 42-44 (R.8a)",The Lord remembers his covenant for ever.,"John 15.26b, 27a","The Spirit of truth will bear witness to me, says the Lord, and you also will be my witnesses.",472
Ordinary Time,28,Saturday,II,,"Psalm 8.1-2a, 3-4, 5-6 (R.6)",You gave your Son authority over all your creation.,"John 15.26b, 27a","The Spirit of truth will bear witness to me, says the Lord, and you also will be my witnesses.",472
Ordinary Time,29,Sunday,,A,Psalm 96:1.3.4-5.7-8.9-10 (R. 7b),Give the Lord glory and power.,Philippians 2:15-16,You will shine in the world like bright stars because you are offering it the word of life.,
Ordinary Time,29,Sunday,,B,Psalm 33:4-5.18-19.20.22 (R. 22),"May your love be upon us, O Lord, as we place all our hope in you.",Mark 10:45,"The Son of Man came to serve, and to give his life as a ransom for many.",
Ordinary Time,29,Sunday,,C,Psalm 121:1-2.3-4.5-6.7-8 (R. cf. 2),Our help is in the name of the Lord who made heaven and earth.,Hebrews 4:12,The word of God is something alive and active; it can judge the secret emotions and thoughts.,
Ordinary Time,29,Tuesday,I,,"Psalm 40.6-7a, 7b-8, 9-10ab, 16+17c (R.7a-8a)","Here am I, Lord; I come to do your will.",Luke 21.36,"Be watchful, pray constantly, that you",474
Ordinary Time,29,Tuesday,II,,"Psalm 85.8ab-9, 10-11, 12-13 (R.8b)",The Lord speaks of peace to his people.,Luke 21.36,"Be watchful, pray constantly, that you",474
Ordinary Time,29,Wednesday,I,,"Psalm 124.1-3, 4-6, 7-8 (R.8a)",Our help is in the name of the Lord.,"Matthew 24.42a, 44",Be watchful and ready: you know not when the Son of Man is coming.,475
Ordinary Time,29,Thursday,I,,"Psalm 1.1-2, 3, 4+6 (R. Ps 40.5)",Happy are they who hope in the Lord.,Philippians 3.8-9,I count all things worthless but this: to gain Jesus Christ and to be found in him.,476
Ordinary Time,29,Thursday,II,,"Psalm 33.1-2, 4-5, 11-12, 18-19 (R.5)",The earth is full of the goodness of the Lord.,Philippians 3.8-9,I count all things worthless but this: to gain Jesus Christ and to be found in him.,476
Ordinary Time,29,Friday,I,,"Psalm 119.66+68, 76-77, 93-94 (R.68)","Teach me your laws, O Lord.",Matthew 11.25,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom.",477
Ordinary Time,29,Friday,II,,"Psalm 24.1-2, 3-4ab, 5-6 (R.6)","Lord, this is the people that longs to see your face.",Matthew 11.25,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom.",477
Ordinary Time,29,Saturday,I,,"Psalm 24.1-2, 3-4ab, 5-6 (R.6)","Lord, this is the people that longs to see your face.",Ezekiel 33.11,"I do not wish the sinner to die, says the Lord, but to turn to me and live.",478
Ordinary Time,29,Saturday,II,,"Psalm 122.1-2, 3-4a, 4b-5 (R. see 1)",Let us go rejoicing to the house of the Lord.,Ezekiel 33.11,"I do not wish the sinner to die, says the Lord, but to turn to me and live.",478
Ordinary Time,30,Sunday,,A,Psalm 18:2-3.3-4.47.51 (R. 2),"I love you, Lord, my strength.",John 14:23,"If anyone loves me he will keep my word, and my Father will love him, and we shall come to him.",
Ordinary Time,30,Sunday,,B,Psalm 126:1-2.2-3.4-5.6 (R. 3),What marvels the Lord worked for us! Indeed we were glad.,cf. 2 Timothy 1:10,"Our Saviour Jesus Christ abolished death, and he has proclaimed life through the Good News.",
Ordinary Time,30,Sunday,,C,Psalm 34:2-3.17-18.19.23 (R. 7a),This poor man called; the Lord heard him.,2 Corinthians 5:19,"God in Christ was reconciling the world to himself, and he has entrusted to us the news that they are reconciled.",
Ordinary Time,30,Monday,I,,"Psalm 68.1+3, 5-6ab, 19-20 (R.20a)",Our God is the God of salvation.,"John 17.17b,a","Your word, O Lord, is truth; make us holy in the truth.",479
Ordinary Time,30,Monday,II,,"Psalm 1.1-2, 3, 4+6 (R. see Eph 5.1)",Behave like God as beloved children.,"John 17.17b,a","Your word, O Lord, is truth; make us holy in the truth.",479
Ordinary Time,30,Tuesday,I,,"Psalm 126.1-2ab, 2cd-3, 4-5, 6 (R.3a)",The Lord has done great things for us.,Matthew 11.25,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom.",480
Ordinary Time,30,Tuesday,II,,"Psalm 128.1-2, 3, 4-5 (R.1a)",Happy are those who fear the Lord.,Matthew 11.25,"Blessed are you, Father, Lord of heaven and earth; you have revealed to little ones the mysteries of the kingdom.",480
Ordinary Time,30,Wednesday,I,,"Psalm 13.4-5a, 5b-6 (R. see 5a)","All my hope, O Lord, is in your loving kindness.",2 Thessalonians 2.14,"God has called us with the gospel, to share in the glory of our Lord Jesus Christ.",481
Ordinary Time,30,Wednesday,II,,"Psalm 145.10-11, 12-13ab, 13cd-14 (R.13c)",The Lord is faithful in all his words.,2 Thessalonians 2.14,"God has called us with the gospel, to share in the glory of our Lord Jesus Christ.",481
Ordinary Time,30,Thursday,I,,"Psalm 109.21-22, 26-27, 30-31 (R.26b)","Save me, O Lord, in your kindness.","Luke 19.38, 2.14",Blessed is the king who comes in the name of the Lord: glory to God in the highest and peace to God’s people on earth.,482
Ordinary Time,30,Thursday,II,,"Psalm 144.1, 2, 9-10 (R.1)","Blessed be the Lord, my Rock!","Luke 19.38, 2.14",Blessed is the king who comes in the name of the Lord: glory to God in the highest and peace to God’s people on earth.,482
Ordinary Time,30,Friday,I,,"Psalm 147.12-13, 14-15, 19-20 (R.12a)","Praise the Lord, Jerusalem.",John 10.27,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",483
Ordinary Time,30,Friday,II,,"Psalm 111.1-2, 3-4, 5-6 (R.2)",How great are the works of the Lord!,John 10.27,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",483
Ordinary Time,30,Saturday,I,,"Psalm 94.12-13a, 14-15, 17-18 (R. see 14a)",The Lord will not abandon his people.,Matthew 11.20ab,"Take my yoke upon you; learn from me, for I am gentle and humble of heart.",484
Ordinary Time,30,Saturday,II,,"Psalm 42.1-2, 3-4b, 4cd, 5 (R. see 2a)",My soul is thirsting for the living God.,Matthew 11.20ab,"Take my yoke upon you; learn from me, for I am gentle and humble of heart.",484
Ordinary Time,31,Sunday,,A,Psalm 131:1.2.3 (R. 1),"Keep my soul in peace before you, O Lord.",Matthew 23:9b.10b,"You have only one Father, and he is in heaven; you have only one Teacher, the Christ.",
Ordinary Time,31,Sunday,,B,Psalm 18:2-3.3-4.47.51 (R. 2),"I love you, Lord, my strength.",Mark 12:29b-31a,The first commandment is this: you must love the Lord your God with all your heart; the second is this: you must love your neighbour as yourself.,
Ordinary Time,31,Sunday,,C,Psalm 145:1-2.8-9.10-11.13-14 (R. cf. 1),"I will bless your name for ever, O God my King.",John 3:16,God loved the world so much that he gave his only Son; everyone who believes in him has eternal life.,
Ordinary Time,31,Monday,II,,"Psalm 131.1, 2, 3 (R. see 2)","In you, Lord, I have found my peace.",John 8.31b-32,"If you stay in my word, you will indeed be my disciples, and you will know the truth, says the Lord.",485
Ordinary Time,31,Monday,II,,"Psalm 24.1-2, 3-4ab, 5-6 (R. see 6)","Lord, this is the people that longs to see your face.","Philippians 2.15d, 16a",Shine on the world like bright stars; you are offering it the word of life.,491
Ordinary Time,31,Tuesday,I,,"Psalm 131.1, 2, 3 (R. see 2)","In you, Lord, I have found my peace.",Matthew 11.28,"Come to me, all you that labour and are burdened, and I will give you rest, says the Lord.",486
Ordinary Time,31,Tuesday,II,,"Psalm 22.25b-26, 27, 28-29, 30-31 (R. see 25)","I will praise you, Lord, in the assembly of your people.",Matthew 11.28,"Come to me, all you that labour and are burdened,",486
Ordinary Time,31,Wednesday,I,,"Psalm 112.1-2, 4-5, 9 (R. see 5)",Happy the merciful who give to those in need.,1 Peter 4.14,"If you are insulted for the name of Christ, blessed are you, for the Spirit of God rests upon you.",487
Ordinary Time,31,Wednesday,II,,"Psalm 27.1, 4, 13-14 (R.1)",The Lord is my light and my salvation.,1 Peter 4.14,"If you are insulted for the name of Christ, blessed are you, for the Spirit of God rests upon you.",487
Ordinary Time,31,Thursday,I,,"Psalm 27.1, 4, 13-14 (R.13)",I believe that I shall see the good things of the Lord in the land of the living.,Matthew 11.28,"Come to me, all you that labour and are burdened, and I will give you rest, says the Lord.",488
Ordinary Time,31,Thursday,II,,"Psalm 105.2-3, 4-5, 6-7 (R.3b)",Let hearts rejoice who search for the Lord.,Matthew 11.28,"Come to me, all you that labour and are burdened, and I will give you rest, says the Lord.",488
Ordinary Time,31,Friday,I,,"Psalm 98.1, 2-3ab, 3cd-4 (R.2b)",The Lord has revealed to the nations his saving power.,1 John 2.5,"Whoever keeps the word of Christ, grows perfect in the love of God.",489
Ordinary Time,31,Friday,II,,"Psalm 122.1-2, 3-4a, 4b-5 (R.1)",Let us go rejoicing to the house of the Lord.,1 John 2.5,"Whoever keeps the word of Chirst, grows perfect in the love of God.",489
Ordinary Time,31,Saturday,I,,"Psalm 145.2-3, 4-5, 10-11 (R. see 2)","I will praise your name for ever, Lord.",2 Corinthians 8.9,"Jesus Christ was rich but he became poor, to make you rich out of his poverty.",490
Ordinary Time,31,Saturday,II,,"Psalm 112.1-2, 5-6, 8a+9 (R.1a)",Happy are those who fear the Lord.,2 Corinthians 8.9,"Jesus Christ was rich but he became poor, to make you rich out of his poverty.",490
Ordinary Time,32,Sunday,,A,Psalm 63:2.3-4.5-6.7-8 (R. 2b),"For you my soul is thirsting, O God, my God.",Matthew 25:13,"Stay awake and stand ready, because you do not know the hour when the Son of Man is coming.",
Ordinary Time,32,Sunday,,B,Psalm 146:6-7.8-9.9-10 (R. 1b),"My soul, give praise to the Lord.",Matthew 5:3,Happy the poor in spirit; theirs is the kingdom of heaven.,
Ordinary Time,32,Sunday,,C,Psalm 17:1.5-6.8.15 (R. 15b),"I shall be filled, when I awake, with the sight of your glory, O Lord.",Apocalypse 1:5-6,Jesus Christ is the firstborn of the dead; glory and kingship be his for ever and ever.,
Ordinary Time,32,Monday,I,,"Psalm 139.1-3, 4-6, 7-8, 9-10 (R.24b)","Guide me, Lord, along the everlasting way.","Philippians 2.15d, 16a",Shine on the world like bright stars; you are offering it the word of life.,491
Ordinary Time,32,Monday,I,,"Psalm 119.53+61, 134+150, 155+158 (R. see 88)","Give me life, O Lord, and I will do your commands",John 8.12,"I am the light of the world, says the Lord: whoever follows me will have the light of life.",497
Ordinary Time,32,Tuesday,I,,"Psalm 34.2-3, 16-17, 18-19 (R. see 2)",I will bless the Lord at all times.,John 14.23,"All who love me will keep my words, and my Father will love them, and we will come to them.",492
Ordinary Time,32,Tuesday,II,,"Psalm 37.3-4, 18+23, 27+29 (R.39)",The salvation of the just comes from the Lord.,John 14.23,"All who love me will keep my words, and my Father will love them, and we will come to them.",492
Ordinary Time,32,Wednesday,I,,"Psalm 82.3-4, 6-7 (R.8)","Rise up, O God, bring judgment to the earth.",1 Thessalonians 5.18,"For all things give thanks to God, because this is what God expects of you in Jesus Christ.",493
Ordinary Time,32,Wednesday,II,,"Psalm 23.1-3a, 3b-4, 5, 6 (R.1)",The Lord is my shepherd; there is nothing I shall want.,1 Thessalonians 5.18,"For all things give thanks to God, because this is what God expects of you in Jesus Christ.",493
Ordinary Time,32,Thursday,I,,"Psalm 119.89-90, 91+130, 135+175 (R.89)","Your word is for ever, O Lord.",John 15.5,"I am the vine and you are the branches, says the Lord: those who live in me, and I in them, will bear much fruit.",494
Ordinary Time,32,Thursday,II,,"Psalm 146.6c-7, 8-9a, 9bc-10 (R.5)",Blest are they whose help is the God of Jacob.,John 15.5,"I am the vine and you are the branches, says the Lord: those who live in me, and I in them, will bear much fruit.",494
Ordinary Time,32,Friday,I,,"Psalm 19.1-2, 3-4ab (R.2)",The heavens proclaim the glory of God.,Luke 21.28,Lift up your heads and see; your redemption is near at hand.,495
Ordinary Time,32,Friday,II,,"Psalm 119.1-2, 10-11, 17-18 (R.1a)",Happy are they who follow the law of the Lord!,Luke 21.28,Lift up your heads and see; your redemption is near at hand.,495
Ordinary Time,32,Saturday,I,,"Psalm 105.2-3, 36-37, 42-43 (R.5a)",Remember the marvels the Lord has done.,2 Thessalonians 2.14,"God has called us with the gospel, to share in the glory of our Lord Jesus Christ.",496
Ordinary Time,32,Saturday,II,,"Psalm 112.1-2, 3-4, 5-6 (R.1b)",Happy are those who fear the Lord.,2 Thessalonians 2.14,"God has called us with the gospel, to share in the glory of our Lord Jesus Christ.",496
Ordinary Time,33,Sunday,,A,Psalm 128:1-2.3.4-5 (R. cf. 1a),O blessed are those who fear the Lord.,John 15:4a.5b,"Make your home in me, as I make mine in you. Whoever remains in me bears fruit in plenty.",
Ordinary Time,33,Sunday,,B,Psalm 16:5.8.9-10.11 (R. 1),"Preserve me, God, I take refuge in you.",Luke 21:36,"Stay awake, praying at all times for the strength to stand with confidence before the Son of Man.",
Ordinary Time,33,Sunday,,C,Psalm 98:5-6.7-8.9 (R. cf. 9),The Lord comes to rule the peoples with fairness.,Luke 21:28,"Stand erect, hold your heads high, because your liberation is near at hand.",
Ordinary Time,33,Monday,II,,"Psalm 1.1-2, 3, 4+6 (R. Rev 2.7b)",Those who are victorious I will feed from the tree of life.,John 8.12,"I am the light of the world, says the Lord: whoever follows me will have the light of life.",497
Ordinary Time,33,Monday,II,,"Psalm 24.1-2, 3-4ab, 5-6 (R. see 6)","Lord, this is the people that longs to see your face.","Matthew 24.42a, 44",Be watchful and ready: you know not when the Son of Man is coming.,503
Ordinary Time,33,Tuesday,I,,"Psalm 3.1-2, 3-4, 5-6 (R.5b)",The Lord upholds me.,1 John 4.10b,God first loved us and sent his Son to take away our sins.,498
Ordinary Time,33,Tuesday,II,,"Psalm 15.1-3a, 3bc-4a, 4b-5 (R. Rev 3.21)",Those who are victorious I will place on my throne.,1 John 4.10b,God first loved us and sent his Son to take away our sins.,498
Ordinary Time,33,Wednesday,I,,"Psalm 17.1, 5-6, 8b+15 (R.15)","Lord, when your glory appears, my joy will be full.",John 15.16,"I have chosen you from the world, says the Lord, to go and bear fruit that will last.",499
Ordinary Time,33,Wednesday,II,,"Psalm 150.1-2, 3-4, 5-6 (R. Rev 4.8b)","Holy, holy, holy Lord, mighty God!",John 15.16,"I have chosen you from the world, says the Lord, to go and bear fruit that will last.",499
Ordinary Time,33,Thursday,I,,"Psalm 50.1-2, 5-6, 14-15 (R.23b)",To the upright I will show the saving power of God.,Psalm 95.8,"If today you hear God’s voice, harden not your hearts.",500
Ordinary Time,33,Thursday,II,,"Psalm 149.1-2, 3-4, 5-6a+9b (R. Rev 5.10)",The Lamb has made us a kingdom of priests to serve our God.,Psalm 95.8,"If today you hear God’s voice, harden not your hearts.",500
Ordinary Time,33,Friday,II,,"Psalm 119.14+24, 72+103, 111+131 (R.103a)",How sweet to my taste is your promise!,John 10.27,"My sheep listen to my voice, says the Lord; I know them, and they follow me.",501
Ordinary Time,33,Saturday,I,,"Psalm 9.1-2, 3+5, 16+18 (R. see 14b)","I will rejoice in your salvation, O Lord.",2 Timothy 1.10,Our Saviour Jesus Christ has done away with death and brought us life through the gospel.,502
Ordinary Time,33,Saturday,II,,"Psalm 144.1, 2, 9-10 (R.1)","Blessed be the Lord, my Rock!",2 Timothy 1.10,Our Saviour Jesus Christ has done away with death and brought us life through the gospel.,502
Ordinary Time,34,Sunday,,A,Psalm 23:1-2.2-3.5-6 (R. 1),The Lord is my shepherd; there is nothing I shall want.,Mark 11:10,Blessed is he who comes in the name of the Lord! Blessed is the kingdom of our father David that is coming!,
Ordinary Time,34,Sunday,,B,Psalm 93:1.1-2.5 (R. 1a),"The Lord is king, with majesty enrobed.",Mark 11:10,Blessed is he who comes in the name of the Lord! Blessed is the kingdom of our father David that is coming!,
Ordinary Time,34,Sunday,,C,Psalm 122:1-2.3-4.4-5 (R. cf. 1),I rejoiced when I heard them say: Let us go to God's house.,Mark 11:10,Blessed is he who comes in the name of the Lord! Blessed is the kingdom of our father David that is coming!,
Ordinary Time,34,Tuesday,II,,"Psalm 96.10, 11-12, 13 (R.13b)",The Lord comes to judge the earth.,Revelation 2.10c,"Be faithful until death, says the Lord, and I will give you the crown of life.",504
Ordinary Time,34,Wednesday,II,,"Psalm 98.1, 2-3ab, 7-8, 9 (R. Rev 15.3)","Great and wonderful are all your works, Lord, mighty God!",Revelation 2.10c,"Be faithful until death, says the Lord, and I will give you the crown of life.",505
Ordinary Time,34,Thursday,II,,"Psalm 100.1-2, 3, 4, 5 (R. Rev 19.9a)",Blessed are they who are called to the wedding feast of the Lamb.,"Luke 21,28",Lift up your heads and see; your redemption is near at hand.,506
Ordinary Time,34,Friday,II,,"Psalm 84.1-2, 3, 4-5, 7+10 (R. Rev 21.3b)",Here God lives among his people.,Luke 21.28,Lift up your heads and see; your redemption is near at hand.,507
Ordinary Time,34,Saturday,II,,"Psalm 95.1-2, 3-5, 6-7 (R. 1 Cor 16.22 and Rev 22.20c)","Maranatha! Come, Lord Jesus!",Luke 21.36,"Be watchful, pray constantly, that you",508
Lent,After Ash Wed,Ash Wednesday,I/II,,"Psalm 1. 1-2, 3, 4-6 (R.40.5a)",Happy are they who hope in the Lord.,Matthew 4.17,"Repent, says the Lord; the kingdom of heaven is at hand.",219
Lent,After Ash Wed,Ash Wednesday,I/II,,"Psalm 51.1-2, 3-4a, 16-17 (R.17b)","A broken, humbled heart, O God, you will not scorn.",Amos 5.14,Seek good and not evil so that you,219
Lent,After Ash Wed,Ash Wednesday,I/II,,"Psalm 86.1-2ab, 2c-4, 5-6 (R.11a)","Teach me your way, O Lord.",Ezekiel 33.11,"I do not wish the sinner to die, says the Lord, but to turn to me and live.",219
Lent,1,Sunday,,A,Psalm 51:3-4.5-6.12-13.14.17 (R. cf. 3a),"Have mercy on us, O Lord, for we have sinned.",Matthew 4:4b,"Man does not live on bread alone, but on every word that comes from the mouth of God.",
Lent,1,Sunday,,B,Psalm 25:4-5.6-7.8-9 (R. cf. 10),"Your ways, Lord, are faithfulness and love for those who keep your covenant.",Matthew 4:4b,"Man does not live on bread alone, but on every word that comes from the mouth of God.",
Lent,1,Sunday,,C,Psalm 91:1-2.10-11.12-13.14-15 (R. cf. 15b),"Be with me, O Lord, in my distress.",Matthew 4:4b,"Man does not live on bread alone, but on every word that comes from the mouth of God.",
Lent,1,Monday,I/II,,"Psalm 19.7, 8, 9, 14 (R. Jn 6.63b)","Your words, Lord, are spirit and life.",2 Corinthians 6.2b,"This is the favourable time, this is the day of salvation.",224
Lent,1,Tuesday,I/II,,"Psalm 34.3-4, 5-6, 15-16, 17-18 (R.17b)",From all their afflictions God will deliver the just.,Matthew 4.4b,"No one lives on bread alone, but on every word that comes from the mouth of God.",225
Lent,1,Wednesday,I/II,,"Psalm 51.1-2, 10-11, 16-17 (R.17b)","A broken, humbled heart, O God, you will not scorn.",Joel 2; 12-13,"With all your heart turn to me, for I am tender and compassionate.",226
Lent,1,Thursday,I/II,,"Psalm 138.1-2a, 2bc-3, 7c-8 (R.3a)","Lord, on the day I called for help, you answered me.","Psalm 51.10a, 12a","Create a clean heart in me, O God; give back to me the joy of your salvation.",227
Lent,1,Friday,I/II,,"Psalm 130.1-2, 3-4, 5-6 (R.3)","If you, O Lord, laid bare our guilt, who could endure it?",Ezekiel 18.31,Rid yourselves of all your sins and make a new heart and a new spirit.,228
Lent,1,Saturday,I/II,,"Psalm 119.1-2, 4-5, 7-8 (R. see 1)",Happy are they who follow the law of the Lord!,2 Corinthians 6.2b,"This is the favourable time, this is the day of salvation.",229
Lent,1,Ash Wednesday,I/II,,"Psalm 51.1-2, 3-4a, 10-11, 12+15 (R.1a+4a)","Be merciful, O Lord, for we have sinned.",Psalm 95.7-8,"If today you hear God’s voice, harden not your hearts.",219
Lent,2,Sunday,,A,Psalm 33:4-5.18-19.20.22 (R. 22),"May your love be upon us, O Lord, as we place all our hope in you.",cf. Matthew 17:5,"From the bright cloud the Father's voice was heard: This is my Son, the Beloved. Listen to him.",
Lent,2,Sunday,,B,Psalm 116:10.15.16-17.18-19 (R. 9),I will walk in the presence of the Lord in the land of the living.,cf. Matthew 17:5,"From the bright cloud the Father's voice was heard: This is my Son, the Beloved. Listen to him.",
Lent,2,Sunday,,C,Psalm 27:1.7-8.8-9.13-14 (R. 1a),The Lord is my light and my help.,cf. Matthew 17:5,"From the bright cloud the Father's voice was heard: This is my Son, the Beloved. Listen to him.",
Lent,2,Monday,I/II,,"Psalm 79.8, 9, 11+13 (R.102.10a)","Lord, do not deal with us as our sins deserve.","John 6.63b,68b","Your words, Lord, are spirit and life; you have the words of everlasting life.",230
Lent,2,Tuesday,I/II,,"Psalm 50.8-9, 16bc-17, 21, 23 (R.23b)",To the upright I will show the saving power of God.,Ezekiel 18.31,Rid yourselves of all your sins and make a new heart and a new spirit.,231
Lent,2,Wednesday,I/II,,"Psalm 31.4-5, 13, 14-15 (R.16b)","Save me, O Lord, in your steadfast love.",John 8.12b,"I am the light of the world, says the Lord; whoever follows me will have the light of life.",233
Lent,2,Thursday,I/II,,"Psalm 1.1-2, 3, 4+6 (R.40.5a)",Happy are they who hope in the Lord.,See Luke 8.15,Blessed are they who have kept the word with a generous heart and yield a harvest through perseverance.,233
Lent,2,Friday,I/II,,"Psalm 105.16-17, 18-19, 20-21 (R.5a)",Remember the marvels the Lord has done.,John 3.16,"God loved the world so much, he gave us his only Son, that all who believe in him might have eternal life.",234
Lent,2,Saturday,I/II,,"Psalm 103.1-2, 3-4, 9-10, 11-12 (R.8a)",The Lord is kind and merciful.,Luke 15.18,"I will rise and go to my father and tell him: Father, I have sinned against heaven and against you.",235
Lent,3,Sunday,,A,Psalm 95:1-2.6-7.8-9 (R. 8),O that today you would listen to his voice! Harden not your hearts.,cf. John 4:42.15,"Lord, you are truly the saviour of the world; give me the living water, so that I may never thirst again.",
Lent,3,Sunday,,B,Psalm 19:8.9.10.11 (R. John 6:68c),"You, Lord, have the message of eternal life.",John 3:16,God loved the world so much that he gave his only Son; everyone who believes in him has eternal life.,
